,file,n,m,fpr,fnr,mer,time,is_ptree,ad_score,dl_score,fraction_diffs
0,simNo_10-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.3770911999999953,1.0,0.9562727745965642,0.9981059171149329,0.0007471264367816092
1,simNo_5-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.336791521000123,1.0,0.9941176470588236,1.0,0.0005574136008918618
2,simNo_1-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.2822773849984515,1.0,0.9893617021276596,0.9986170241614014,0.0006924882629107982
3,simNo_6-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.4153540959996462,1.0,0.9913005654632449,0.997308514652245,0.0007077625570776256
4,simNo_2-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,4.035849230000167,1.0,0.9835182250396196,0.9981563875027655,0.0005480984340044743
5,simNo_7-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.4196393019992684,1.0,0.9704073789392775,0.9968737685537896,0.0007200929152148664
6,simNo_3-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.4992646840000816,1.0,0.974190905366653,0.9977469404475395,0.0005862068965517242
7,simNo_8-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.3595337739971,1.0,0.9832007073386384,0.998719590268886,0.0008105022831050229
8,simNo_4-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.165044940000371,1.0,0.9866348448687351,0.9998262466800705,0.0005574516496018203
9,simNo_9-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.001,0.05,0.05,3.4444819999989704,1.0,0.9654338057379882,0.997353770876501,0.0010282485875706216
10,simNo_10-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.2862319349987956,1.0,0.9389848812095032,0.9964442305635761,0.0021985815602836877
11,simNo_5-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.530692807999003,1.0,0.9737638748738647,0.9973375256738596,0.0017519908987485779
12,simNo_1-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.238709478999226,1.0,0.9734888653234358,0.9971498145995905,0.0017793594306049821
13,simNo_6-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.338900016999105,1.0,0.9679402722880984,0.997696210395527,0.002037037037037037
14,simNo_2-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.5705610910008545,1.0,0.9696774193548388,0.9952796305797845,0.0017579908675799086
15,simNo_7-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.287729698997282,1.0,0.9562647754137116,0.9963791789175651,0.0022458628841607567
16,simNo_3-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.2436897640000097,1.0,0.9712959054453356,0.9988796283645307,0.001826809015421115
17,simNo_8-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.3838204909989145,1.0,0.9555256064690028,0.9988718237993898,0.002018454440599769
18,simNo_4-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.3788884749992576,1.0,0.9406862745098039,0.9970695594056861,0.0021064814814814813
19,simNo_9-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.001-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.001,0.2,0.05,3.50506676799705,1.0,0.9672597864768683,0.9973380885925467,0.0019195402298850576
